,FileName,Package,DataClumps,MessageChains,MiddleMan,SpeculativeGenerality,SwitchStatements,MessageChains,blank,comment,code,codeLines,NumberFaults
1,src/java/org/apache/commons/codec/binary/Base64.java,CODEC,0,0,0,0,0,0,75,185,264,264,13
2,src/java/org/apache/commons/codec/binary/Hex.java,CODEC,0,0,0,0,0,0,22,106,64,64,3
3,src/java/org/apache/commons/codec/BinaryDecoder.java,CODEC,0,0,0,0,0,0,4,33,4,4,1
4,src/java/org/apache/commons/codec/BinaryEncoder.java,CODEC,0,0,0,0,0,0,4,33,4,4,1
5,src/java/org/apache/commons/codec/Decoder.java,CODEC,0,0,0,1,0,0,4,46,4,4,1
6,src/java/org/apache/commons/codec/DecoderException.java,CODEC,0,0,0,0,0,0,5,26,6,6,1
7,src/java/org/apache/commons/codec/digest/DigestUtils.java,CODEC,0,0,1,0,0,0,16,94,43,43,3
8,src/java/org/apache/commons/codec/Encoder.java,CODEC,0,0,0,1,0,0,4,37,4,4,0
9,src/java/org/apache/commons/codec/EncoderException.java,CODEC,0,0,0,0,0,0,4,29,6,6,1
10,src/java/org/apache/commons/codec/language/DoubleMetaphone.java,CODEC,0,0,0,1,1,0,76,260,767,767,2
11,src/java/org/apache/commons/codec/language/Metaphone.java,CODEC,0,0,0,0,2,0,25,95,279,279,4
12,src/java/org/apache/commons/codec/language/RefinedSoundex.java,CODEC,0,0,0,0,0,0,20,108,55,55,3
13,src/java/org/apache/commons/codec/language/Soundex.java,CODEC,0,0,0,0,0,0,21,165,85,85,2
14,src/java/org/apache/commons/codec/language/SoundexUtils.java,CODEC,0,0,0,0,0,0,8,76,38,38,1
15,src/java/org/apache/commons/codec/net/BCodec.java,CODEC,0,2,0,0,0,0,14,110,83,83,0
16,src/java/org/apache/commons/codec/net/QCodec.java,CODEC,0,2,0,0,0,0,21,127,161,161,0
17,src/java/org/apache/commons/codec/net/QuotedPrintableCodec.java,CODEC,0,2,0,0,0,0,21,213,153,153,1
18,src/java/org/apache/commons/codec/net/RFC1522Codec.java,CODEC,0,0,0,0,0,0,10,90,61,61,1
19,src/java/org/apache/commons/codec/net/StringEncodings.java,CODEC,0,0,0,1,0,0,3,44,5,5,0
20,src/java/org/apache/commons/codec/net/URLCodec.java,CODEC,0,2,0,0,0,0,33,162,169,169,2
21,src/java/org/apache/commons/codec/StringEncoder.java,CODEC,0,0,0,0,0,0,4,31,4,4,1
22,src/java/org/apache/commons/codec/StringEncoderComparator.java,CODEC,0,0,0,0,0,0,10,51,22,22,1
23,src/java/org/apache/commons/dbcp/BasicDataSourceFactory.java,DBCP,0,0,0,3,0,0,41,55,242,242,0
24,src/java/org/apache/commons/dbcp/cpdsadapter/ConnectionImpl.java,DBCP,1,0,1,0,0,0,49,203,204,204,0
25,src/java/org/apache/commons/dbcp/cpdsadapter/DriverAdapterCPDS.java,DBCP,1,3,0,3,0,0,60,249,247,247,0
26,src/java/org/apache/commons/dbcp/cpdsadapter/PoolablePreparedStatementStub.java,DBCP,0,0,1,0,0,0,6,30,18,18,0
27,src/java/org/apache/commons/dbcp/cpdsadapter/PooledConnectionImpl.java,DBCP,1,0,0,5,0,0,39,131,218,218,0
28,src/java/org/apache/commons/dbcp/datasources/CPDSConnectionFactory.java,DBCP,1,0,0,2,1,0,23,80,176,176,0
29,src/java/org/apache/commons/dbcp/datasources/InstanceKeyDataSource.java,DBCP,1,4,0,0,0,0,62,348,344,344,0
30,src/java/org/apache/commons/dbcp/datasources/InstanceKeyObjectFactory.java,DBCP,0,0,0,2,0,0,29,49,166,166,0
31,src/java/org/apache/commons/dbcp/datasources/KeyedCPDSConnectionFactory.java,DBCP,1,1,0,6,1,0,23,74,173,173,0
32,src/java/org/apache/commons/dbcp/datasources/PerUserPoolDataSource.java,DBCP,0,1,0,3,0,1,54,173,275,275,0
33,src/java/org/apache/commons/dbcp/datasources/PerUserPoolDataSourceFactory.java,DBCP,0,0,1,0,0,0,15,20,65,65,0
34,src/java/org/apache/commons/dbcp/datasources/SharedPoolDataSource.java,DBCP,1,1,0,1,0,1,29,87,127,127,0
35,src/java/org/apache/commons/dbcp/datasources/SharedPoolDataSourceFactory.java,DBCP,0,0,1,0,0,0,9,19,31,31,0
36,src/java/org/apache/commons/dbcp/DelegatingCallableStatement.java,DBCP,0,0,1,0,0,0,89,46,200,200,0
37,src/java/org/apache/commons/dbcp/DelegatingConnection.java,DBCP,1,0,1,0,0,0,53,82,292,292,1
38,src/java/org/apache/commons/dbcp/DelegatingPreparedStatement.java,DBCP,0,0,1,0,0,0,47,49,119,119,0
39,src/java/org/apache/commons/dbcp/DelegatingResultSet.java,DBCP,0,0,1,4,0,0,155,70,364,364,0
40,src/java/org/apache/commons/dbcp/DelegatingStatement.java,DBCP,0,1,1,0,0,0,57,78,194,194,0
41,src/java/org/apache/commons/dbcp/DriverConnectionFactory.java,DBCP,0,1,1,0,0,0,5,21,21,21,0
42,src/java/org/apache/commons/dbcp/PoolableConnection.java,DBCP,0,0,1,0,0,0,10,45,44,44,0
43,src/java/org/apache/commons/dbcp/PoolingConnection.java,DBCP,1,0,0,5,0,0,33,122,157,157,1
44,src/java/org/apache/commons/dbcp/PoolingDataSource.java,DBCP,1,0,1,3,0,0,68,81,263,263,2
