,FileName,Package,DataClumps,MessageChains,MiddleMan,SpeculativeGenerality,SwitchStatements,MessageChains,blank,comment,code,codeLines,NumberFaults
1,org.eclipse.core.commands/src/org/eclipse/core/commands/AbstractHandler.java,core,0,0,0,1,0,0,11,87,46,46,2
2,org.eclipse.core.commands/src/org/eclipse/core/commands/Category.java,core,0,0,0,0,0,0,24,84,95,95,1
3,org.eclipse.core.commands/src/org/eclipse/core/commands/CategoryEvent.java,core,0,0,0,0,0,0,6,41,15,15,1
4,org.eclipse.core.commands/src/org/eclipse/core/commands/Command.java,core,0,1,0,0,0,0,66,288,313,313,14
5,org.eclipse.core.commands/src/org/eclipse/core/commands/CommandEvent.java,core,0,0,0,0,0,0,13,72,38,38,3
6,org.eclipse.core.commands/src/org/eclipse/core/commands/CommandManager.java,core,0,2,0,0,0,2,49,180,237,237,7
7,org.eclipse.core.commands/src/org/eclipse/core/commands/CommandManagerEvent.java,core,0,0,0,0,0,0,19,115,58,58,1
8,org.eclipse.core.commands/src/org/eclipse/core/commands/common/CommandException.java,core,0,0,0,0,0,0,6,40,14,14,5
9,org.eclipse.core.commands/src/org/eclipse/core/commands/common/HandleObject.java,core,1,0,0,1,0,0,17,107,37,37,1
10,org.eclipse.core.commands/src/org/eclipse/core/commands/common/NamedHandleObject.java,core,0,0,0,0,0,0,8,46,22,22,1
11,org.eclipse.core.commands/src/org/eclipse/core/commands/contexts/Context.java,core,0,0,0,0,0,0,37,133,139,139,1
12,org.eclipse.core.commands/src/org/eclipse/core/commands/contexts/ContextEvent.java,core,0,0,0,0,0,0,10,52,23,23,1
13,org.eclipse.core.commands/src/org/eclipse/core/commands/contexts/ContextManager.java,core,0,1,0,0,0,1,36,119,124,124,1
14,org.eclipse.core.commands/src/org/eclipse/core/commands/contexts/IContextListener.java,core,0,0,0,1,0,0,3,29,4,4,0
15,org.eclipse.core.commands/src/org/eclipse/core/commands/contexts/IContextManagerListener.java,core,0,0,0,1,0,0,3,30,4,4,0
16,org.eclipse.core.commands/src/org/eclipse/core/commands/ExecutionEvent.java,core,0,0,0,0,0,0,11,80,29,29,7
17,org.eclipse.core.commands/src/org/eclipse/core/commands/ExecutionException.java,core,0,0,0,0,0,0,4,32,8,8,1
18,org.eclipse.core.commands/src/org/eclipse/core/commands/HandlerEvent.java,core,0,0,0,0,0,0,10,58,28,28,1
19,org.eclipse.core.commands/src/org/eclipse/core/commands/ICategoryListener.java,core,0,0,0,1,0,0,2,29,4,4,0
20,org.eclipse.core.commands/src/org/eclipse/core/commands/ICommandListener.java,core,0,0,0,1,0,0,2,29,4,4,0
21,org.eclipse.core.commands/src/org/eclipse/core/commands/ICommandManagerListener.java,core,0,0,0,1,0,0,2,30,4,4,0
22,org.eclipse.core.commands/src/org/eclipse/core/commands/IExecutionListener.java,core,0,0,0,1,0,0,6,59,8,8,0
23,org.eclipse.core.commands/src/org/eclipse/core/commands/IHandler.java,core,0,0,0,1,0,0,8,70,9,9,0
24,org.eclipse.core.commands/src/org/eclipse/core/commands/IHandlerAttributes.java,core,0,0,0,1,0,0,3,28,4,4,0
25,org.eclipse.core.commands/src/org/eclipse/core/commands/IHandlerListener.java,core,0,0,0,1,0,0,2,29,4,4,0
26,org.eclipse.core.commands/src/org/eclipse/core/commands/IParameter.java,core,0,0,0,1,0,0,6,44,7,7,0
27,org.eclipse.core.commands/src/org/eclipse/core/commands/IParameterValues.java,core,0,0,0,1,0,0,4,27,5,5,0
28,org.eclipse.core.commands/src/org/eclipse/core/commands/operations/AbstractOperation.java,core,0,0,0,1,0,0,20,119,71,71,3
29,org.eclipse.core.commands/src/org/eclipse/core/commands/operations/DefaultOperationHistory.java,core,0,0,0,0,0,0,117,507,771,771,5
30,org.eclipse.core.commands/src/org/eclipse/core/commands/operations/IAdvancedUndoableOperation.java,core,0,0,0,1,0,0,7,110,12,12,0
31,org.eclipse.core.commands/src/org/eclipse/core/commands/operations/ICompositeOperation.java,core,0,0,0,1,0,0,3,43,5,5,0
32,org.eclipse.core.commands/src/org/eclipse/core/commands/operations/IOperationApprover.java,core,0,0,0,1,0,0,5,89,9,9,0
33,org.eclipse.core.commands/src/org/eclipse/core/commands/operations/IOperationHistory.java,core,0,0,0,1,0,0,35,585,53,53,2
34,org.eclipse.core.commands/src/org/eclipse/core/commands/operations/IOperationHistoryListener.java,core,0,0,0,1,0,0,2,32,4,4,0
35,org.eclipse.core.commands/src/org/eclipse/core/commands/operations/IUndoableOperation.java,core,0,0,0,1,0,0,16,204,22,22,0
36,org.eclipse.core.commands/src/org/eclipse/core/commands/operations/LinearUndoEnforcer.java,core,0,0,0,8,0,0,5,32,17,17,0
37,org.eclipse.core.commands/src/org/eclipse/core/commands/operations/LinearUndoViolationDetector.java,core,0,0,0,1,0,0,9,88,43,43,1
38,org.eclipse.core.commands/src/org/eclipse/core/commands/operations/ObjectUndoContext.java,core,0,0,1,0,0,0,15,77,38,38,4
39,org.eclipse.core.commands/src/org/eclipse/core/commands/operations/OperationHistoryEvent.java,core,0,0,0,0,0,0,22,139,35,35,2
40,org.eclipse.core.commands/src/org/eclipse/core/commands/operations/TriggeredOperations.java,core,0,0,0,0,0,0,29,136,213,213,5
41,org.eclipse.core.commands/src/org/eclipse/core/commands/Parameterization.java,core,1,1,0,0,0,1,23,75,69,69,0
42,org.eclipse.core.commands/src/org/eclipse/core/commands/ParameterizedCommand.java,core,1,2,0,0,0,2,40,170,214,214,10
43,org.eclipse.core.commands/src/org/eclipse/core/internal/commands/operations/GlobalUndoContext.java,core,0,0,0,1,0,0,4,24,10,10,0
44,org.eclipse.core.commands/src/org/eclipse/core/internal/commands/util/Assert.java,core,0,0,0,0,0,0,6,64,20,20,1
45,org.eclipse.core.commands/src/org/eclipse/core/internal/commands/util/Util.java,core,0,0,0,0,0,0,30,202,118,118,1
