release.version.revision-className,faulty,WMC,DIT,NOC,CBO,RFC,LCOM,NPM,LOC
0.5.0-org.apache.hadoop.conf.Configurable,0,2,1,0,12,2,1,2,2
0.5.0-org.apache.hadoop.conf.Configuration,1,41,1,1,88,138,686,35,1140
0.5.0-org.apache.hadoop.conf.Configured,0,3,1,1,3,4,1,3,17
0.5.0-org.apache.hadoop.dfs.AlreadyBeingCreatedException,0,1,4,0,1,2,0,1,5
0.5.0-org.apache.hadoop.dfs.Block,0,18,2,0,30,39,57,15,199
0.5.0-org.apache.hadoop.dfs.BlockCommand,0,15,2,0,12,33,5,12,310
0.5.0-org.apache.hadoop.dfs.browseBlock_jsp,0,6,0,0,9,61,9,5,1187
0.5.0-org.apache.hadoop.dfs.browseDirectory_jsp,0,5,0,0,11,62,8,4,545
0.5.0-org.apache.hadoop.dfs.ClientProtocol,0,21,1,0,14,21,210,21,22
0.5.0-org.apache.hadoop.dfs.DataNode,1,54,5,0,61,256,209,21,2397
0.5.0-org.apache.hadoop.dfs.DatanodeDescriptor,0,4,1,0,11,76,0,2,950
0.5.0-org.apache.hadoop.dfs.DatanodeID,0,3,1,0,7,19,0,3,89
0.5.0-org.apache.hadoop.dfs.DatanodeInfo,1,21,1,2,15,40,16,13,224
0.5.0-org.apache.hadoop.dfs.DatanodeProtocol,0,13,0,2,25,34,24,8,248
0.5.0-org.apache.hadoop.dfs.DatanodeRegistration,1,7,2,0,9,9,11,6,17
0.5.0-org.apache.hadoop.dfs.DataNodeReport,0,8,0,0,10,20,10,6,85
0.5.0-org.apache.hadoop.dfs.DataStorage,0,2,1,0,3,4,1,1,9
0.5.0-org.apache.hadoop.dfs.DFSck,0,13,1,0,4,32,1,13,165
0.5.0-org.apache.hadoop.dfs.DFSClient,0,92,5,0,56,317,501,64,3142
0.5.0-org.apache.hadoop.dfs.DFSFileInfo,0,16,1,0,18,96,0,7,1012
0.5.0-org.apache.hadoop.dfs.dfshealth_jsp,0,14,1,0,16,41,31,12,178
0.5.0-org.apache.hadoop.dfs.DfsPath,0,2,1,0,3,4,1,1,9
0.5.0-org.apache.hadoop.dfs.DFSShell,1,7,0,0,6,46,5,7,514
0.5.0-org.apache.hadoop.dfs.DistributedFileSystem,0,7,0,0,5,14,0,7,43
0.5.0-org.apache.hadoop.dfs.FSConstants,1,23,0,0,10,76,13,12,1085
0.5.0-org.apache.hadoop.dfs.FSDataset,1,38,1,0,23,87,0,34,484
0.5.0-org.apache.hadoop.dfs.FSDirectory,1,26,2,0,17,83,62,20,767
0.5.0-org.apache.hadoop.dfs.FSEditLog,0,28,1,0,14,102,168,16,1112
0.5.0-org.apache.hadoop.dfs.FSImage,0,23,1,0,9,55,27,3,468
0.5.0-org.apache.hadoop.dfs.FSNamesystem,1,94,6,0,49,343,1095,48,5059
0.5.0-org.apache.hadoop.dfs.IncorrectVersionException,0,11,1,0,3,29,0,11,185
0.5.0-org.apache.hadoop.dfs.JspHelper,1,2,1,0,4,18,0,1,107
0.5.0-org.apache.hadoop.dfs.LeaseExpiredException,0,1,4,0,2,6,0,1,33
0.5.0-org.apache.hadoop.dfs.LocatedBlock,0,9,5,0,12,63,20,8,387
0.5.0-org.apache.hadoop.dfs.NameNode,1,7,2,0,12,40,0,5,183
0.5.0-org.apache.hadoop.dfs.nn_005fbrowsedfscontent_jsp,0,4,1,0,3,12,0,3,63
0.5.0-org.apache.hadoop.dfs.NotReplicatedYetException,0,38,1,0,23,120,0,35,1036
0.5.0-org.apache.hadoop.dfs.StreamFile,1,5,1,0,3,8,0,0,87
0.5.0-org.apache.hadoop.dfs.tail_jsp,0,4,0,0,3,34,4,4,178
0.5.0-org.apache.hadoop.dfs.UnregisteredDatanodeException,0,1,4,0,1,2,0,1,5
