plugin;packagename;pre;post;ACD_avg;ACD_max;ACD_sum;FOUT_avg;FOUT_max;FOUT_sum;MLOC_avg;MLOC_max;MLOC_sum;NBD_avg;NBD_max;NBD_sum;NOCU;NOF_avg;NOF_max;NOF_sum;NOI_avg;NOI_max;NOI_sum;NOM_avg;NOM_max;NOM_sum;NOT_avg;NOT_max;NOT_sum;NSF_avg;NSF_max;NSF_sum;NSM_avg;NSM_max;NSM_sum;PAR_avg;PAR_max;PAR_sum;TLOC_avg;TLOC_max;TLOC_sum;VG_avg;VG_max;VG_sum;AnonymousClassDeclaration;ArrayAccess;ArrayCreation;ArrayInitializer;ArrayType;AssertStatement;Assignment;Block;BooleanLiteral;BreakStatement;CastExpression;CatchClause;CharacterLiteral;ClassInstanceCreation;CompilationUnit;ConditionalExpression;ConstructorInvocation;ContinueStatement;DoStatement;EmptyStatement;ExpressionStatement;FieldAccess;FieldDeclaration;ForStatement;IfStatement;ImportDeclaration;InfixExpression;Initializer;Javadoc;LabeledStatement;MethodDeclaration;MethodInvocation;NullLiteral;NumberLiteral;PackageDeclaration;ParenthesizedExpression;PostfixExpression;PrefixExpression;PrimitiveType;QualifiedName;ReturnStatement;SimpleName;SimpleType;SingleVariableDeclaration;StringLiteral;SuperConstructorInvocation;SuperFieldAccess;SuperMethodInvocation;SwitchCase;SwitchStatement;SynchronizedStatement;ThisExpression;ThrowStatement;TryStatement;TypeDeclaration;TypeDeclarationStatement;TypeLiteral;VariableDeclarationExpression;VariableDeclarationFragment;VariableDeclarationStatement;WhileStatement;InstanceofExpression;LineComment;BlockComment;TagElement;TextElement;MemberRef;MethodRef;MethodRefParameter;EnhancedForStatement;EnumDeclaration;EnumConstantDeclaration;TypeParameter;ParameterizedType;QualifiedType;WildcardType;NormalAnnotation;MarkerAnnotation;SingleMemberAnnotation;MemberValuePair;AnnotationTypeDeclaration;AnnotationTypeMemberDeclaration;Modifier;SUM;NORM_AnonymousClassDeclaration;NORM_ArrayAccess;NORM_ArrayCreation;NORM_ArrayInitializer;NORM_ArrayType;NORM_AssertStatement;NORM_Assignment;NORM_Block;NORM_BooleanLiteral;NORM_BreakStatement;NORM_CastExpression;NORM_CatchClause;NORM_CharacterLiteral;NORM_ClassInstanceCreation;NORM_CompilationUnit;NORM_ConditionalExpression;NORM_ConstructorInvocation;NORM_ContinueStatement;NORM_DoStatement;NORM_EmptyStatement;NORM_ExpressionStatement;NORM_FieldAccess;NORM_FieldDeclaration;NORM_ForStatement;NORM_IfStatement;NORM_ImportDeclaration;NORM_InfixExpression;NORM_Initializer;NORM_Javadoc;NORM_LabeledStatement;NORM_MethodDeclaration;NORM_MethodInvocation;NORM_NullLiteral;NORM_NumberLiteral;NORM_PackageDeclaration;NORM_ParenthesizedExpression;NORM_PostfixExpression;NORM_PrefixExpression;NORM_PrimitiveType;NORM_QualifiedName;NORM_ReturnStatement;NORM_SimpleName;NORM_SimpleType;NORM_SingleVariableDeclaration;NORM_StringLiteral;NORM_SuperConstructorInvocation;NORM_SuperFieldAccess;NORM_SuperMethodInvocation;NORM_SwitchCase;NORM_SwitchStatement;NORM_SynchronizedStatement;NORM_ThisExpression;NORM_ThrowStatement;NORM_TryStatement;NORM_TypeDeclaration;NORM_TypeDeclarationStatement;NORM_TypeLiteral;NORM_VariableDeclarationExpression;NORM_VariableDeclarationFragment;NORM_VariableDeclarationStatement;NORM_WhileStatement;NORM_InstanceofExpression;NORM_LineComment;NORM_BlockComment;NORM_TagElement;NORM_TextElement;NORM_MemberRef;NORM_MethodRef;NORM_MethodRefParameter;NORM_EnhancedForStatement;NORM_EnumDeclaration;NORM_EnumConstantDeclaration;NORM_TypeParameter;NORM_ParameterizedType;NORM_QualifiedType;NORM_WildcardType;NORM_NormalAnnotation;NORM_MarkerAnnotation;NORM_SingleMemberAnnotation;NORM_MemberValuePair;NORM_AnnotationTypeDeclaration;NORM_AnnotationTypeMemberDeclaration;NORM_Modifier
org.eclipse.help.appserver;org.eclipse.help.internal.appserver;0;0;0.0;0.0;0.0;2.9743589743589745;15.0;116.0;7.0;39.0;273.0;1.4102564102564104;5.0;55.0;5.0;1.4;5.0;7.0;0.2;1.0;1.0;4.8;8.0;24.0;0.8;1.0;4.0;1.4;6.0;7.0;3.0;8.0;15.0;1.2307692307692308;7.0;48.0;83.8;145.0;419.0;1.9230769230769231;9.0;75.0;0;8;8;6;15;0;21;75;2;1;4;13;0;18;5;0;0;0;0;0;35;2;14;5;22;12;26;1;36;0;39;118;19;16;5;3;4;1;22;60;35;767;161;61;17;3;0;0;0;0;0;3;5;13;5;0;0;5;53;34;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;1866;0.0;0.004287245444801715;0.004287245444801715;0.003215434083601286;0.008038585209003215;0.0;0.011254019292604502;0.04019292604501608;0.0010718113612004287;5.359056806002144E-4;0.0021436227224008574;0.006966773847802787;0.0;0.00964630225080386;0.0026795284030010718;0.0;0.0;0.0;0.0;0.0;0.018756698821007504;0.0010718113612004287;0.007502679528403001;0.0026795284030010718;0.011789924973204717;0.006430868167202572;0.013933547695605574;5.359056806002144E-4;0.01929260450160772;0.0;0.02090032154340836;0.0632368703108253;0.010182207931404072;0.00857449088960343;0.0026795284030010718;0.001607717041800643;0.0021436227224008574;5.359056806002144E-4;0.011789924973204717;0.03215434083601286;0.018756698821007504;0.41103965702036444;0.08628081457663452;0.03269024651661308;0.009110396570203644;0.001607717041800643;0.0;0.0;0.0;0.0;0.0;0.001607717041800643;0.0026795284030010718;0.006966773847802787;0.0026795284030010718;0.0;0.0;0.0026795284030010718;0.02840300107181136;0.01822079314040729;0.0;0.0010718113612004287;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04608788853161844
org.eclipse.jdt.junit;org.eclipse.jdt.internal.junit.launcher;3;3;1.375;11.0;11.0;6.25;24.0;450.0;10.305555555555555;38.0;742.0;1.8333333333333333;6.0;132.0;8.0;1.7777777777777777;14.0;16.0;0.0;0.0;0.0;7.888888888888889;32.0;71.0;1.0;1.0;8.0;0.6666666666666666;5.0;6.0;0.1111111111111111;1.0;1.0;1.4166666666666667;5.0;102.0;137.75;479.0;1102.0;2.513888888888889;10.0;181.0;11;14;16;10;43;0;71;198;21;0;23;21;1;71;8;0;0;0;0;0;268;0;22;4;72;165;95;0;37;0;86;451;61;58;8;16;4;5;73;820;60;3062;426;139;96;2;0;7;0;0;0;0;2;19;9;0;9;4;140;114;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;6986;0.0015745777268823362;0.002004008016032064;0.002290294875465216;0.0014314342971657602;0.006155167477812768;0.0;0.010163183509876897;0.02834239908388205;0.003006012024048096;0.0;0.003292298883481248;0.003006012024048096;1.43143429716576E-4;0.010163183509876897;0.001145147437732608;0.0;0.0;0.0;0.0;0.0;0.03836243916404237;0.0;0.0031491554537646724;5.72573718866304E-4;0.010306326939593472;0.023618665903235043;0.01359862582307472;0.0;0.0052963068995133126;0.0;0.012310334955625536;0.06455768680217577;0.008731749212711137;0.00830231892356141;0.001145147437732608;0.002290294875465216;5.72573718866304E-4;7.157171485828801E-4;0.010449470369310048;0.11737761236759232;0.00858860578299456;0.4383051817921557;0.06097910105926138;0.019896936730604064;0.013741769252791297;2.86286859433152E-4;0.0;0.001002004008016032;0.0;0.0;0.0;0.0;2.86286859433152E-4;0.002719725164614944;0.001288290867449184;0.0;0.001288290867449184;5.72573718866304E-4;0.02004008016032064;0.016318350987689665;0.0;0.001145147437732608;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019467506441454337
org.eclipse.jdt.junit;org.eclipse.jdt.internal.junit.runner;1;0;0.5;1.0;1.0;5.2631578947368425;30.0;200.0;9.210526315789474;48.0;350.0;1.763157894736842;6.0;67.0;2.0;3.75;12.0;15.0;0.0;0.0;0.0;9.25;34.0;37.0;1.0;1.0;2.0;4.25;16.0;17.0;0.25;1.0;1.0;1.1578947368421053;4.0;44.0;244.5;470.0;489.0;3.1578947368421053;19.0;120.0;1;22;10;4;20;0;39;114;12;2;11;19;12;23;2;0;0;0;0;0;123;0;32;9;46;21;69;0;47;0;39;200;34;42;2;4;13;7;57;94;22;1052;176;63;57;1;0;0;0;0;2;8;4;14;4;0;1;9;83;42;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;2787;3.588087549336204E-4;0.007893792608539648;0.003588087549336204;0.0014352350197344816;0.007176175098672408;0.0;0.013993541442411194;0.04090419806243272;0.004305705059203444;7.176175098672408E-4;0.003946896304269824;0.0068173663437387875;0.004305705059203444;0.008252601363473269;7.176175098672408E-4;0.0;0.0;0.0;0.0;0.0;0.04413347685683531;0.0;0.011481880157875853;0.0032292787944025836;0.016505202726946538;0.007534983853606028;0.024757804090419805;0.0;0.01686401148188016;0.0;0.013993541442411194;0.07176175098672408;0.012199497667743094;0.015069967707212056;7.176175098672408E-4;0.0014352350197344816;0.0046645138141370645;0.002511661284535343;0.02045209903121636;0.03372802296376032;0.007893792608539648;0.37746681019016864;0.06315034086831718;0.022604951560818085;0.02045209903121636;3.588087549336204E-4;0.0;0.0;0.0;0.0;7.176175098672408E-4;0.0028704700394689632;0.0014352350197344816;0.005023322569070686;0.0014352350197344816;0.0;3.588087549336204E-4;0.0032292787944025836;0.02978112665949049;0.015069967707212056;0.001076426264800861;0.001076426264800861;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.040545389307499104
org.eclipse.jdt.junit;org.eclipse.jdt.internal.junit.ui;14;4;1.88;14.0;47.0;4.372727272727273;56.0;1443.0;6.984848484848484;80.0;2305.0;1.4606060606060607;5.0;482.0;25.0;3.4722222222222223;28.0;125.0;0.16;1.0;4.0;8.5;56.0;306.0;0.84;1.0;21.0;1.0277777777777777;13.0;37.0;0.6666666666666666;11.0;24.0;0.8696969696969697;7.0;287.0;143.56;732.0;3589.0;2.1303030303030304;18.0;703.0;47;68;28;14;80;0;264;603;60;2;60;37;41;214;25;2;1;4;0;0;902;10;162;37;276;371;413;0;105;0;381;1468;186;248;25;46;43;44;436;1825;245;8956;1188;353;200;12;0;8;7;1;0;23;4;33;36;0;0;37;562;362;8;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;714;21293;0.0022072981731085335;0.003193537782369793;0.0013149861456816794;6.574930728408397E-4;0.003757103273376227;0.0;0.01239844080214155;0.02831916592307331;0.00281782745503217;9.392758183440567E-5;0.00281782745503217;0.001737660263936505;0.0019255154276053162;0.010050251256281407;0.001174094772930071;9.392758183440567E-5;4.6963790917202836E-5;1.8785516366881134E-4;0.0;0.0;0.042361339407316956;4.6963790917202837E-4;0.00760813412858686;0.001737660263936505;0.012962006293147983;0.017423566430282252;0.01939604564880477;0.0;0.004931198046306298;0.0;0.01789320433945428;0.06894284506645376;0.008735265110599728;0.011647020147466304;0.001174094772930071;0.0021603343821913305;0.002019443009439722;0.0020664068003569246;0.020476212839900438;0.08570891842389518;0.011506128774714694;0.4206077114544686;0.05579298360963697;0.0165782181937726;0.009392758183440568;5.63565491006434E-4;0.0;3.757103273376227E-4;3.2874653642041984E-4;4.6963790917202836E-5;0.0;0.0010801671910956653;1.8785516366881134E-4;0.0015498051002676937;0.0016906964730193021;0.0;0.0;0.001737660263936505;0.026393650495467994;0.01700089231202743;3.757103273376227E-4;7.514206546752454E-4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.033532146714882825
org.eclipse.jdt.junit;org.eclipse.jdt.internal.junit.util;2;3;0.45454545454545453;4.0;5.0;4.01010101010101;80.0;397.0;6.686868686868687;118.0;662.0;1.5858585858585859;7.0;157.0;11.0;1.6923076923076923;12.0;22.0;0.09090909090909091;1.0;1.0;4.153846153846154;18.0;54.0;0.9090909090909091;1.0;10.0;0.3076923076923077;2.0;4.0;3.4615384615384617;9.0;45.0;1.494949494949495;7.0;148.0;95.72727272727273;241.0;1053.0;2.4646464646464645;32.0;244.0;5;21;11;4;41;0;62;220;24;0;33;4;14;48;11;0;1;0;0;0;220;7;26;22;99;130;100;0;61;0;104;399;42;65;11;24;21;26;140;663;85;2915;376;156;59;1;0;4;0;0;0;1;1;4;13;0;0;22;147;99;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;198;6762;7.394262052647146E-4;0.003105590062111801;0.001626737651582372;5.915409642117716E-4;0.006063294883170659;0.0;0.00916888494528246;0.03253475303164744;0.00354924578527063;0.0;0.0048802129547471165;5.915409642117716E-4;0.002070393374741201;0.00709849157054126;0.001626737651582372;0.0;1.478852410529429E-4;0.0;0.0;0.0;0.03253475303164744;0.0010351966873706005;0.003845016267376516;0.003253475303164744;0.014640638864241348;0.01922508133688258;0.014788524105294291;0.0;0.009020999704229518;0.0;0.015380065069506064;0.059006211180124224;0.006211180124223602;0.00961254066844129;0.001626737651582372;0.00354924578527063;0.003105590062111801;0.003845016267376516;0.020703933747412008;0.09804791481810116;0.012570245489500148;0.4310854776693286;0.05560485063590653;0.023070097604259095;0.008725229222123631;1.478852410529429E-4;0.0;5.915409642117716E-4;0.0;0.0;0.0;1.478852410529429E-4;1.478852410529429E-4;5.915409642117716E-4;0.001922508133688258;0.0;0.0;0.003253475303164744;0.021739130434782608;0.014640638864241348;1.478852410529429E-4;0.003105590062111801;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.029281277728482696
org.eclipse.jdt.junit;org.eclipse.jdt.internal.junit.wizards;6;5;2.0;5.0;18.0;6.485029940119761;68.0;1083.0;10.41317365269461;66.0;1739.0;2.0;8.0;334.0;9.0;4.6923076923076925;14.0;61.0;0.0;0.0;0.0;12.0;40.0;156.0;1.0;1.0;9.0;1.9230769230769231;9.0;25.0;0.8461538461538461;3.0;11.0;0.8143712574850299;4.0;136.0;268.6666666666667;741.0;2418.0;2.7425149700598803;12.0;458.0;18;55;33;23;80;0;236;437;89;7;28;24;6;162;9;7;1;1;0;0;723;3;86;27;201;227;258;0;71;1;187;1084;109;196;9;17;35;41;225;1206;118;6119;757;180;193;6;0;7;4;1;0;1;1;23;13;0;0;27;378;264;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;355;14385;0.001251303441084463;0.0038234271810914148;0.0022940563086548487;0.0015988877302745917;0.005561348627042058;0.0;0.01640597844977407;0.03037886687521724;0.006187000347584289;4.8661800486618007E-4;0.0019464720194647203;0.0016684045881126173;4.171011470281543E-4;0.011261730969760167;6.256517205422315E-4;4.8661800486618007E-4;6.951685783802571E-5;6.951685783802571E-5;0.0;0.0;0.0502606882168926;2.0855057351407716E-4;0.005978449774070212;0.0018769551616266945;0.01397288842544317;0.01578032672923184;0.017935349322210636;0.0;0.004935696906499826;6.951685783802571E-5;0.01299965241571081;0.07535627389641988;0.007577337504344804;0.013625304136253041;6.256517205422315E-4;0.0011817865832464372;0.0024330900243309003;0.0028501911713590547;0.01564129301355579;0.08383733055265902;0.008202989224887035;0.4253736531108794;0.05262426138338547;0.01251303441084463;0.013416753562738965;4.171011470281543E-4;0.0;4.8661800486618007E-4;2.7806743135210286E-4;6.951685783802571E-5;0.0;6.951685783802571E-5;6.951685783802571E-5;0.0015988877302745917;9.037191518943343E-4;0.0;0.0;0.0018769551616266945;0.026277372262773723;0.01835245046923879;6.951685783802571E-5;0.0010427528675703858;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.024678484532499132
org.eclipse.jdt.junit;org.eclipse.jdt.junit;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;2.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;8.0;8.0;8.0;0.0;0.0;0.0;3.0;3.0;3.0;0.0;0.0;0.0;2.0;5.0;16.0;14.0;14.0;14.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;12;0;8;0;0;3;1;0;0;0;16;3;0;43;11;16;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;139;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007194244604316547;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02158273381294964;0.0;0.0;0.0;0.0;0.0;0.08633093525179857;0.0;0.05755395683453238;0.0;0.0;0.02158273381294964;0.007194244604316547;0.0;0.0;0.0;0.11510791366906475;0.02158273381294964;0.0;0.30935251798561153;0.07913669064748201;0.11510791366906475;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007194244604316547;0.0;0.0;0.0;0.02158273381294964;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12949640287769784
org.eclipse.ui.views;org.eclipse.ui.actions;0;0;0.0;0.0;0.0;3.75;6.0;15.0;6.75;14.0;27.0;1.5;2.0;6.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;4.0;4.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.75;1.0;3.0;51.0;51.0;51.0;2.75;7.0;11.0;0;0;0;0;0;0;4;6;1;0;4;0;0;1;1;0;0;0;0;0;10;1;2;0;6;11;8;0;5;0;4;15;6;1;1;1;0;0;2;50;3;145;21;3;3;1;0;1;0;0;0;2;0;0;1;0;1;0;7;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;345;0.0;0.0;0.0;0.0;0.0;0.0;0.011594202898550725;0.017391304347826087;0.002898550724637681;0.0;0.011594202898550725;0.0;0.0;0.002898550724637681;0.002898550724637681;0.0;0.0;0.0;0.0;0.0;0.028985507246376812;0.002898550724637681;0.005797101449275362;0.0;0.017391304347826087;0.03188405797101449;0.02318840579710145;0.0;0.014492753623188406;0.0;0.011594202898550725;0.043478260869565216;0.017391304347826087;0.002898550724637681;0.002898550724637681;0.002898550724637681;0.0;0.0;0.005797101449275362;0.14492753623188406;0.008695652173913044;0.42028985507246375;0.06086956521739131;0.008695652173913044;0.008695652173913044;0.002898550724637681;0.0;0.002898550724637681;0.0;0.0;0.0;0.005797101449275362;0.0;0.0;0.002898550724637681;0.0;0.002898550724637681;0.0;0.020289855072463767;0.014492753623188406;0.0;0.008695652173913044;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02608695652173913
org.eclipse.ui.views;org.eclipse.ui.internal;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.5;2.0;3.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;14.0;14.0;14.0;1.0;1.0;2.0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;2;0;0;4;0;2;0;0;0;1;0;0;0;0;11;1;28;5;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;78;0.0;0.0;0.0;0.0;0.0;0.0;0.01282051282051282;0.02564102564102564;0.0;0.0;0.0;0.0;0.0;0.0;0.01282051282051282;0.0;0.0;0.0;0.0;0.0;0.01282051282051282;0.0;0.02564102564102564;0.0;0.0;0.02564102564102564;0.0;0.0;0.05128205128205128;0.0;0.02564102564102564;0.0;0.0;0.0;0.01282051282051282;0.0;0.0;0.0;0.0;0.14102564102564102;0.01282051282051282;0.358974358974359;0.0641025641025641;0.01282051282051282;0.01282051282051282;0.01282051282051282;0.0;0.0;0.0;0.0;0.0;0.01282051282051282;0.0;0.0;0.01282051282051282;0.0;0.0;0.0;0.02564102564102564;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1282051282051282
org.eclipse.ui.views;org.eclipse.ui.views.bookmarkexplorer;3;0;1.0;8.0;15.0;5.206896551724138;48.0;604.0;8.344827586206897;50.0;968.0;1.5948275862068966;5.0;185.0;15.0;2.4705882352941178;21.0;42.0;0.06666666666666667;1.0;1.0;6.0588235294117645;25.0;103.0;0.9333333333333333;1.0;14.0;2.176470588235294;15.0;37.0;0.7647058823529411;9.0;13.0;0.7241379310344828;4.0;84.0;101.66666666666667;500.0;1525.0;2.3620689655172415;13.0;274.0;15;40;13;12;36;0;95;233;26;4;33;18;11;87;15;2;0;1;0;0;351;15;79;22;98;175;182;0;82;0;132;610;65;111;15;8;14;27;165;852;89;3881;488;114;95;10;0;6;12;3;0;30;1;18;17;0;2;22;261;160;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;263;9128;0.0016432953549517966;0.0043821209465381246;0.0014241893076248904;0.0013146362839614374;0.003943908851884312;0.0;0.010407537248028046;0.025525854513584575;0.0028483786152497807;4.3821209465381246E-4;0.003615249780893953;0.001971954425942156;0.0012050832602979841;0.00953111305872042;0.0016432953549517966;2.1910604732690623E-4;0.0;1.0955302366345311E-4;0.0;0.0;0.03845311130587204;0.0016432953549517966;0.008654688869412796;0.0024101665205959683;0.010736196319018405;0.019171779141104295;0.019938650306748466;0.0;0.008983347940403156;0.0;0.014460999123575811;0.06682734443470639;0.0071209465381244525;0.012160385626643296;0.0016432953549517966;8.764241893076249E-4;0.0015337423312883436;0.002957931638913234;0.018076248904469763;0.09333917616126206;0.009750219106047326;0.42517528483786154;0.05346187554776512;0.012489044697633655;0.010407537248028046;0.0010955302366345311;0.0;6.573181419807187E-4;0.0013146362839614374;3.2865907099035934E-4;0.0;0.003286590709903593;1.0955302366345311E-4;0.001971954425942156;0.0018624014022787028;0.0;2.1910604732690623E-4;0.0024101665205959683;0.02859333917616126;0.017528483786152498;1.0955302366345311E-4;0.0012050832602979841;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.028812445223488168
